,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,year,count
2151,nifty_5,2010-01-14,"TREASURIES-Prices gain after weak retail sales, labor data",Fall,-0.0112,58,treasury price gain after weak retail sale labor data,53,9,10,treasury,2010,367
2153,nifty_5,2010-01-14,"US STOCKS-Futures point to lower open after jobs, sales data",Fall,-0.0112,60,stock future point lower open after job sale data,49,9,2,stock,2010,578
2170,nifty_5,2010-01-14,US STOCKS SNAPSHOT-Wall St flat as techs offset retail data,Fall,-0.0112,59,stock snapshot wall flat tech offset retail data,48,8,2,stock,2010,578
2185,nifty_5,2010-01-14,Himfr Reports Paper Prices Increase Slowly,Fall,-0.0112,42,himfr report paper price increase slowly,40,6,1,quarterly results (1),2010,828
2216,nifty_5,2010-01-14,Department of Homeland Security to Provide Keynote Address at ARC World Industry Forum,Fall,-0.0112,86,department homeland security provide keynote address arc world industry forum,77,10,4,cybersecurity,2010,437
2218,nifty_5,2010-01-14,"US STOCKS-Wall St higher on Intel hopes, despite retail data",Fall,-0.0112,60,stock wall higher intel hope despite retail data,48,8,2,stock,2010,578
2267,nifty_5,2010-01-14,UPDATE 2-CRA International Q4 results beat Street; shares up,Fall,-0.0112,60,update cra international result beat street share,49,7,1,quarterly results (1),2010,828
2269,nifty_5,2010-01-14,CRA International Q4 results beat Street; shares up,Fall,-0.0112,51,cra international result beat street share,42,6,1,quarterly results (1),2010,828
2282,nifty_5,2010-01-14," RemoteMDx, Inc. Announces $21.8M Recapitalization and Equity Raise",Fall,-0.0112,67,remotemdx inc announces recapitalization and equity raise,57,7,0,pharmacy,2010,673
2293,nifty_5,2010-01-14,US STOCKS-Wall St little changed; techs gain ahead of Intel,Fall,-0.0112,59,stock wall little changed tech gain ahead intel,47,8,2,stock,2010,578
2317,nifty_5,2010-01-14, Kat Exploration -- Retires and Eliminates 2 Billion Shares From Treasury,Fall,-0.0112,73,kat exploration retires and eliminates billion share from treasury,66,9,10,treasury,2010,367
2327,nifty_5,2010-01-14,MONEY MARKETS-US fed fund futures rise on retail sales data,Fall,-0.0112,59,money market fed fund future rise retail sale data,50,9,2,stock,2010,578
2336,nifty_5,2010-01-14,"TREASURIES-Prices up after weak retail sales, labor data",Fall,-0.0112,56,treasury price after weak retail sale labor data,48,8,10,treasury,2010,367
2349,nifty_5,2010-01-14,TREASURIES-Solid long bond sale sparks rally,Fall,-0.0112,44,treasury solid long bond sale spark rally,41,7,10,treasury,2010,367
2360,nifty_5,2010-01-14,"GLOBAL MARKETS-Stocks edge up, weak US data gives bonds boost",Fall,-0.0112,61,global market stock edge weak data give bond boost,50,9,10,treasury,2010,367
2372,nifty_5,2010-01-14,"US STOCKS-Wall St ticks higher, led by tech shares",Fall,-0.0112,50,stock wall tick higher led tech share,37,7,2,stock,2010,578
2374,nifty_5,2010-01-14,AREVA: Bioenergies: Contracts Worth 260 Million Euros,Fall,-0.0112,53,areva bioenergies contract worth million euro,45,6,0,pharmacy,2010,673
2381,nifty_5,2010-01-14,"UPDATE 2-Briggs Q2 profit meets Street, sees drop in FY10 sales",Fall,-0.0112,63,update briggs profit meet street see drop sale,46,8,1,quarterly results (1),2010,828
2386,nifty_5,2010-01-14,Risk still a red flag for biotech deals,Fall,-0.0112,39,risk still red flag for biotech deal,36,7,0,pharmacy,2010,673
2450,nifty_5,2010-01-14,"US STOCKS SNAPSHOT-Market ends up, boosted by tech shares",Fall,-0.0112,57,stock snapshot market end boosted tech share,44,7,2,stock,2010,578
2459,nifty_5,2010-01-14,US STOCKS-Tech sector leads Wall St higher,Fall,-0.0112,42,stock tech sector lead wall higher,34,6,2,stock,2010,578
2464,nifty_5,2010-01-14,"TREASURIES-Bonds rally on weak data, solid 30-yr bond sale",Fall,-0.0112,58,treasury bond rally weak data solid bond sale,45,8,10,treasury,2010,367
2514,nifty_5,2010-01-14,US STOCKS-Techs lead Wall St higher; Intel up after results,Fall,-0.0112,59,stock tech lead wall higher intel after result,46,8,2,stock,2010,578
2547,nifty_5,2010-01-14, Medical Care Technologies Inc. Launches Secure Care-Giving Technology to Promote Independent Living,Fall,-0.0112,100,medical care technology inc launch secure care giving technology promote independent living,91,12,0,pharmacy,2010,673
2590,nifty_5,2010-01-14,"HK stocks set to rise; banks, property eyed",Fall,-0.0112,43,stock set rise bank property eyed,33,6,2,stock,2010,578
2598,nifty_5,2010-01-14,U.S. Treasury wants other countries to copy bank fee - FT,Fall,-0.0112,57,treasury want other country copy bank fee,41,7,10,treasury,2010,367
2614,nifty_5,2010-01-14,Zscaler Deploys Protections for Internet Explorer Zero-Day Vulnerability,Fall,-0.0112,72,zscaler deploys protection for internet explorer zero day vulnerability,71,9,4,cybersecurity,2010,437
2631,nifty_5,2010-01-14,Target Resumes Buyback,Fall,-0.0112,22,target resume buyback,21,3,1,quarterly results (1),2010,828
2768,nifty_7,2010-01-20,"UPDATE 3-Wipro Q3 beats street, confirms outsourcing revival",Fall,-0.0192,60,update wipro beat street confirms outsourcing revival,53,7,1,quarterly results (1),2010,828
2796,nifty_7,2010-01-20,U.S. stock futures signal dip; banks earnings eyed,Fall,-0.0192,50,stock future signal dip bank earnings eyed,42,7,2,stock,2010,578
2869,nifty_7,2010-01-20,Securities America Ends 25th Year With a Bang,Fall,-0.0192,45,security america end year with bang,35,6,4,cybersecurity,2010,437
2887,nifty_7,2010-01-20,Research and Markets: Brain Tumor - Drug Pipeline Analysis and Market Forecasts to 2016,Fall,-0.0192,87,research and market brain tumor drug pipeline analysis and market forecast,74,11,0,pharmacy,2010,673
2944,nifty_7,2010-01-20, NetApp Joins Lockheed Martin Cyber Security Technology Alliance,Fall,-0.0192,64,netapp join lockheed martin cyber security technology alliance,62,8,4,cybersecurity,2010,437
2952,nifty_7,2010-01-20,"Medical Connections, Inc. Provides Corporate Update to the Financial Community",Fall,-0.0192,78,medical connection inc provides corporate update the financial community,72,9,0,pharmacy,2010,673
2953,nifty_7,2010-01-20,Thales and Voltage Security Forge Technology Integration and Partnership to Deliver End-to-End Encryption and Key Management to Secure Payments,Fall,-0.0192,143,thales and voltage security forge technology integration and partnership deliver end end encryption and key management secure payment,133,18,4,cybersecurity,2010,437
2969,nifty_7,2010-01-20,US STOCKS-Futures drop on bank earnings jitters,Fall,-0.0192,47,stock future drop bank earnings jitter,38,6,2,stock,2010,578
2973,nifty_7,2010-01-20,"Research and Markets: Innovations in Epigenetics: Advances in Technologies, Diagnostics & Therapeutics",Fall,-0.0192,102,research and market innovation epigenetics advance technology diagnostics therapeutic,85,9,0,pharmacy,2010,673
2981,nifty_7,2010-01-20,US STOCKS SNAPSHOT-Futures pare losses after bank results,Fall,-0.0192,57,stock snapshot future pare loss after bank result,49,8,2,stock,2010,578
2989,nifty_7,2010-01-20,Research and Markets: Migraine - Drug Pipeline Analysis and Market Forecasts to 2016,Fall,-0.0192,84,research and market migraine drug pipeline analysis and market forecast,71,10,0,pharmacy,2010,673
2996,nifty_7,2010-01-20,RSA Global Survey Reveals Confidence in Social Networking Security Shaken as Online Crime Rises,Fall,-0.0192,95,rsa global survey reveals confidence social networking security shaken online crime rise,88,12,4,cybersecurity,2010,437
3010,nifty_7,2010-01-20,"Research and Markets: The Cancer Market Outlook to 2014: Competitive Landscape, Market Size, Pipeline Analysis and Growth Opportunities",Fall,-0.0192,135,research and market the cancer market outlook competitive landscape market size pipeline analysis and growth opportunity,120,16,0,pharmacy,2010,673
3015,nifty_7,2010-01-20,UPDATE 1-M&T; Q4 profit up 34 percent,Fall,-0.0192,37,update profit percent,21,3,1,quarterly results (1),2010,828
3021,nifty_7,2010-01-20,"ANALYSIS-""Silent pandemic"" will force drug price rethink",Fall,-0.0192,56,analysis silent pandemic will force drug price rethink,54,8,0,pharmacy,2010,673
3023,nifty_7,2010-01-20,"""Silent pandemic"" will force drug price rethink",Fall,-0.0192,47,silent pandemic will force drug price rethink,45,7,0,pharmacy,2010,673
3066,nifty_7,2010-01-20,Envoy Data and OpenTrust Team up to Offer NextGen IT Security Solutions for the North American Market,Fall,-0.0192,101,envoy data and opentrust team offer nextgen security solution for the north american market,91,14,4,cybersecurity,2010,437
3072,nifty_7,2010-01-20,US STOCKS-Wall St set for lower open on bank unease,Fall,-0.0192,51,stock wall set for lower open bank unease,41,8,2,stock,2010,578
3077,nifty_7,2010-01-20,TREASURIES-U.S. debt prices rise after Senate power shift,Fall,-0.0192,57,treasury debt price rise after senate power shift,49,8,10,treasury,2010,367
3078,nifty_7,2010-01-20,UPDATE 2-Applied Industrial Q2 profit lags Street view,Fall,-0.0192,54,update applied industrial profit lag street view,48,7,1,quarterly results (1),2010,828
3091,nifty_7,2010-01-20,"US STOCKS SNAPSHOT-Wall St falls on bank earnings, China",Fall,-0.0192,56,stock snapshot wall fall bank earnings china,44,7,2,stock,2010,578
3095,nifty_7,2010-01-20, New Security Products From Allied Security Innovations,Fall,-0.0192,55,new security product from allied security innovation,52,7,4,cybersecurity,2010,437
3102,nifty_7,2010-01-20, M86 Security Positioned as a Visionary in Analyst Firm's Magic Quadrant Report for Secure Web Gateway,Fall,-0.0192,102,security positioned visionary analyst firm magic quadrant report for secure web gateway,87,12,4,cybersecurity,2010,437
3115,nifty_7,2010-01-20,"PREVIEW-Market seen hitting Ericsson Q4, outlook in focus",Fall,-0.0192,57,preview market seen hitting ericsson outlook focus,50,7,1,quarterly results (1),2010,828
3130,nifty_7,2010-01-20,UPDATE 3-Covidien profit beats Street view; shares jump,Fall,-0.0192,55,update covidien profit beat street view share jump,50,8,1,quarterly results (1),2010,828
3167,nifty_7,2010-01-20,PREVIEW-GE investors ready for 8th qtr of profit declines,Fall,-0.0192,57,preview investor ready for qtr profit decline,45,7,1,quarterly results (1),2010,828
3169,nifty_7,2010-01-20,"Outsourcing Industry Turns In Best Performance In Six Quarters, Signaling Start Of Gradual Recovery In Global Market",Fall,-0.0192,116,outsourcing industry turn best performance six quarter signaling start gradual recovery global market,101,13,7,telecom industry,2010,472
3171,nifty_7,2010-01-20,Core Security Launches CORE IMPACT Professional Services,Fall,-0.0192,56,core security launch core impact professional service,53,7,4,cybersecurity,2010,437
3183,nifty_7,2010-01-20,"US STOCKS-Wall St falls on bank results, IBM forecast",Fall,-0.0192,53,stock wall fall bank result ibm forecast,40,7,2,stock,2010,578
3203,nifty_7,2010-01-20,Safeguard Launches International Investigation Services,Fall,-0.0192,55,safeguard launch international investigation service,52,5,4,cybersecurity,2010,437
3214,nifty_7,2010-01-20,"A Recovery Act Success Story:  NIH Funding of Biomedical Innovation Is Creating Jobs, Fueling Industry Growth, and Helping Reduce Long-term Health Care Costs",Fall,-0.0192,157,recovery act success story nih funding biomedical innovation creating job fueling industry growth and helping reduce long term health care cost,143,21,0,pharmacy,2010,673
3232,nifty_7,2010-01-20,Half Price Eco-Luxury at BookIt.com Grand Opening Sale,Fall,-0.0192,54,half price eco luxury bookit com grand opening sale,51,9,1,quarterly results (1),2010,828
3248,nifty_7,2010-01-20,Fed's MBS exit could lift Treasury yields,Fall,-0.0192,41,fed mb exit could lift treasury yield,37,7,10,treasury,2010,367
3262,nifty_7,2010-01-20,TREASURIES-US debt prices rise on Senate vote; stock drop,Fall,-0.0192,57,treasury debt price rise senate vote stock drop,47,8,10,treasury,2010,367
3265,nifty_7,2010-01-20,"A Recovery Act Success Story: NIH Funding of Biomedical Innovation is Creating Jobs,  Fueling Industry Growth, and Helping Reduce Long-term Health Care Costs",Fall,-0.0192,157,recovery act success story nih funding biomedical innovation creating job fueling industry growth and helping reduce long term health care cost,143,21,0,pharmacy,2010,673
3267,nifty_7,2010-01-20,"Howard Schmidt, Trident Capital Consultant, Appointed New White House Cybersecurity Chief by President Obama",Fall,-0.0192,108,howard schmidt trident capital consultant appointed new white house cybersecurity chief president obama,103,13,4,cybersecurity,2010,437
3275,nifty_7,2010-01-20,"UPDATE 1-Adtran forecasts sequential fall in Q1 rev, shares fall",Fall,-0.0192,64,update adtran forecast sequential fall rev share fall,53,8,1,quarterly results (1),2010,828
3300,nifty_7,2010-01-20,"Research and Markets: Toxicology and Pharmacology Report: Outsourcing, History, Process and Regulation; Technical, Political and Economic Challenges",Fall,-0.0192,148,research and market toxicology and pharmacology report outsourcing history process and regulation technical political and economic challenge,140,17,0,pharmacy,2010,673
3309,nifty_7,2010-01-20,"CORRECTED - CORRECTED-UPDATE 2-IGate posts higher Q4 profit, upbeat on Q1",Fall,-0.0192,73,corrected corrected update igate post higher profit upbeat,58,8,1,quarterly results (1),2010,828
3324,nifty_7,2010-01-20,TREASURIES-Falling stocks lift bonds' fortunes,Fall,-0.0192,46,treasury falling stock lift bond fortune,40,6,10,treasury,2010,367
3336,nifty_7,2010-01-20,"Bank earnings spark divergent bond, stock views",Fall,-0.0192,47,bank earnings spark divergent bond stock view,45,7,10,treasury,2010,367
3359,nifty_7,2010-01-20,HMO stock run may stall even as U.S. reforms dim,Fall,-0.0192,48,hmo stock run may stall even reform dim,39,8,2,stock,2010,578
3378,nifty_7,2010-01-20,"US STOCKS SNAPSHOT-Market ends down on China worries, IBM",Fall,-0.0192,57,stock snapshot market end down china worry ibm,46,8,2,stock,2010,578
3379,nifty_7,2010-01-20,A Bright Spot in an Otherwise Down Economy:Final Inches Doubles Business in 2009,Fall,-0.0192,80,bright spot otherwise down economy final inch double business,61,9,1,quarterly results (1),2010,828
3401,nifty_7,2010-01-20,TREASURIES-Bonds do better on battered stocks,Fall,-0.0192,45,treasury bond better battered stock,35,5,10,treasury,2010,367
3405,nifty_7,2010-01-20,UPDATE 1-Panera boosts 4th-qtr view on strong sales,Fall,-0.0192,51,update panera boost qtr view strong sale,40,7,1,quarterly results (1),2010,828
3407,nifty_7,2010-01-20,Amylin Pharmaceuticals to Webcast Year-End Financial Results,Fall,-0.0192,60,amylin pharmaceutical webcast year end financial result,55,7,0,pharmacy,2010,673
3456,nifty_7,2010-01-20,Instant view: EBay quarterly profit tops Street forecasts,Fall,-0.0192,57,instant view ebay quarterly profit top street forecast,54,8,1,quarterly results (1),2010,828
3464,nifty_7,2010-01-20,"US STOCKS-Wall St drops on China, IBM; eBay jumps late",Fall,-0.0192,54,stock wall drop china ibm ebay jump late,40,8,2,stock,2010,578
