,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,Entities,IsEntity
6385,nifty_30,2010-03-03,China Sky One Medical to Attend Rodman & Renshaw Annual China Investment Conference,Neutral,0.003,83,china sky one medical attend rodman renshaw annual china investment conference,78,11,0,pharmacy,"['chin', '##a', 'sky', 'one', 'medical', 'attend', 'rod', '##man', 're', '##ns', '##haw', 'annual', 'chin', '##a', 'investment', 'conference']",1
6425,nifty_30,2010-03-03,China Kangtai Cactus Biotech Announces Preliminary FY 2009 Results and Forecasts FY 2010 Guidance,Neutral,0.003,97,china kangtai cactus biotech announces preliminary result and forecast guidance,79,10,0,pharmacy,"['chin', '##a', 'ka', '##ng', '##tai', 'ca', '##ctus', 'bio', '##tech', 'announces', 'preliminary', 'result', 'and', 'forecast', 'guidance']",1
6539,nifty_30,2010-03-03,Research and Markets: Emerging Medical Technologies (EMT) Database - Includes Over 1081 Companies,Neutral,0.003,97,research and market emerging medical technology emt database includes over company,82,11,0,pharmacy,"['research', 'and', 'market', 'emerging', 'medical', 'technology', 'em', '##t', 'database', 'includes', 'over', 'company']",1
6597,nifty_30,2010-03-03,Psychiatric Solutions to Present atthe Raymond James 31st Annual Institutional Investors Conference,Neutral,0.003,99,psychiatric solution present atthe raymond james annual institutional investor conference,89,10,0,pharmacy,"['psychiatric', 'solution', 'present', 'at', '##the', 'ray', '##mond', 'jam', '##es', 'annual', 'institutional', 'investor', 'conference']",1
6622,nifty_30,2010-03-03,Research and Markets: U.S. Generic Drugs Market Trends,Neutral,0.003,54,research and market generic drug market trend,45,7,0,pharmacy,"['research', 'and', 'market', 'generic', 'drug', 'market', 'trend']",1
7218,nifty_31,2010-03-04,Celldex Reports Fourth Quarter and Fiscal 2009 Financial Results,Rise,0.0143,64,celldex report fourth quarter and fiscal financial result,57,8,0,pharmacy,"['cell', '##de', '##x', 'report', 'fourth', 'quarter', 'and', 'fiscal', 'financial', 'result']",1
7237,nifty_31,2010-03-04,Bristol-Myers Squibb to Highlight Strong Pipeline and Execution of BioPharma Strategy in Meeting with Investment Community,Rise,0.0143,122,bristol myers squibb highlight strong pipeline and execution biopharma strategy meeting with investment community,113,14,0,pharmacy,"['br', '##ist', '##ol', 'my', '##ers', 'sq', '##ui', '##bb', 'highlight', 'strong', 'pipeline', 'and', 'execution', 'bio', '##pha', '##rma', 'strategy', 'meeting', 'with', 'investment', 'community']",1
7310,nifty_31,2010-03-04,Research and Markets: Opportunities in Orphan Drugs: Strategies for Developing Maximum Returns from Niche Indications,Rise,0.0143,117,research and market opportunity orphan drug strategy for developing maximum return from niche indication,104,14,0,pharmacy,"['research', 'and', 'market', 'opportunity', 'orphan', 'drug', 'strategy', 'for', 'developing', 'maximum', 'return', 'from', 'niche', 'indication']",1
7311,nifty_31,2010-03-04,Research and Markets: China Healthcare Sector Analysis,Rise,0.0143,54,research and market china healthcare sector analysis,52,7,0,pharmacy,"['research', 'and', 'market', 'chin', '##a', 'healthcare', 'sector', 'analysis']",1
7360,nifty_31,2010-03-04," Nova Energy, Inc. PPS Increase Potential From Upcoming Milestone Events Featured in Not-For-Profit Small Equity",Rise,0.0143,112,nova energy inc pps increase potential from upcoming milestone event featured not for profit small equity,105,16,0,pharmacy,"['no', '##va', 'energy', 'in', '##c', 'pp', '##s', 'increase', 'potential', 'from', 'upcoming', 'milestone', 'event', 'featured', 'not', 'for', 'profit', 'small', 'equity']",1
7429,nifty_31,2010-03-04,Research and Markets: Pulmonary Arterial Hypertension (PAH) - Drug Pipeline Analysis and Market Forecasts to 2016,Rise,0.0143,113,research and market pulmonary arterial hypertension pah drug pipeline analysis and market forecast,98,13,0,pharmacy,"['research', 'and', 'market', 'pulmonary', 'art', '##erial', 'h', '##yper', '##tens', '##ion', 'p', '##ah', 'drug', 'pipeline', 'analysis', 'and', 'market', 'forecast']",1
7595,nifty_31,2010-03-04,"Professional and Patient Web Innovators, Pharma, Insurance and Government Converge to Speak at First Health 2.0 Europe Conference in Paris April 6-7, 2010",Rise,0.0143,154,professional and patient web innovator pharma insurance and government converge speak first health europe conference paris april,128,17,0,pharmacy,"['professional', 'and', 'patient', 'web', 'inn', '##ova', '##tor', 'p', '##har', '##ma', 'insurance', 'and', 'government', 'con', '##ver', '##ge', 'speak', 'first', 'health', 'euro', '##pe', 'conference', 'par', '##is', 'a', '##p', '##ril']",1
7639,nifty_31,2010-03-04,Research and Markets: The Dyslipidemia Market Is Forecast To Decline At A CAGR Of -4.6% From $34.4 Billion In 2009 To $24.7 Billion By 2016,Rise,0.0143,139,research and market the dyslipidemia market forecast decline cagr from billion billion,86,12,0,pharmacy,"['research', 'and', 'market', 'the', 'd', '##ys', '##lip', '##ide', '##mia', 'market', 'forecast', 'decline', 'ca', '##g', '##r', 'from', 'billion', 'billion']",1
7643,nifty_31,2010-03-04,Veteran Health Plan Exec Highlights Opportunities to Capitalize on ICD-10 Transition at Healthcare Education Associates Conference,Rise,0.0143,130,veteran health plan exec highlight opportunity capitalize icd transition healthcare education associate conference,114,13,0,pharmacy,"['veteran', 'health', 'plan', 'ex', '##ec', 'highlight', 'opportunity', 'capital', '##ize', 'i', '##c', '##d', 'transition', 'healthcare', 'education', 'associate', 'conference']",1
7652,nifty_31,2010-03-04,Research and Markets: Investments in Medical Equipment Industry Remained Steady at $18.07 Billion in Q4 2009,Rise,0.0143,108,research and market investment medical equipment industry remained steady billion,81,10,0,pharmacy,"['research', 'and', 'market', 'investment', 'medical', 'equipment', 'industry', 'remained', 'steady', 'billion']",1
7708,nifty_31,2010-03-04," Computerworld Launches Vertical Sites Targeting Health Care, Financial and Government Markets",Rise,0.0143,94,computerworld launch vertical site targeting health care financial and government market,88,11,0,pharmacy,"['computer', '##world', 'launch', 'vertical', 'site', 'targeting', 'health', 'care', 'financial', 'and', 'government', 'market']",1
7834,nifty_31,2010-03-04,Research and Markets: China Biological & Biochemical Product Manufacturing Industry Report 2010,Rise,0.0143,95,research and market china biological biochemical product manufacturing industry report,86,10,0,pharmacy,"['research', 'and', 'market', 'chin', '##a', 'biological', 'bio', '##chemical', 'product', 'manufacturing', 'industry', 'report']",1
7918,nifty_32,2010-03-08,bioMÃ©rieux - 2009 Financial Results,Neutral,0.0017,36,biomã rieux financial result,28,4,0,pharmacy,"['bio', '##m', '##ã', 'r', '##ieu', '##x', 'financial', 'result']",1
7979,nifty_32,2010-03-08,BUY OR SELL-Lundbeck investors torn between patents & pipeline,Neutral,0.0017,62,buy sell lundbeck investor torn between patent pipeline,55,8,0,pharmacy,"['buy', 'sell', 'l', '##und', '##beck', 'investor', 'torn', 'between', 'patent', 'pipeline']",1
8160,nifty_32,2010-03-08,"Arena Pharmaceuticals to Host Business and Financial Update Conference Call and Webcast on Friday, March 12, 2010",Neutral,0.0017,113,arena pharmaceutical host business and financial update conference call and webcast friday march,96,13,0,pharmacy,"['arena', 'pharmaceutical', 'host', 'business', 'and', 'financial', 'update', 'conference', 'call', 'and', 'web', '##cast', 'f', '##rida', '##y', 'march']",1
8328,nifty_32,2010-03-08,Industrial Biotechnology: the Best Kept Secret in Green Jobs,Neutral,0.0017,60,industrial biotechnology the best kept secret green job,55,8,0,pharmacy,"['industrial', 'bio', '##tech', '##nology', 'the', 'best', 'kept', 'secret', 'green', 'job']",1
8514,nifty_32,2010-03-08,Research and Markets: An Essential Report on the Global Generic Pharmaceuticals Industry,Neutral,0.0017,88,research and market essential report the global generic pharmaceutical industry,79,10,0,pharmacy,"['research', 'and', 'market', 'essential', 'report', 'the', 'global', 'generic', 'pharmaceutical', 'industry']",1
8524,nifty_32,2010-03-08,Research and Markets: An Essential Report on the Global Biotechnology (Pharmaceuticals),Neutral,0.0017,87,research and market essential report the global biotechnology pharmaceutical,76,9,0,pharmacy,"['research', 'and', 'market', 'essential', 'report', 'the', 'global', 'bio', '##tech', '##nology', 'pharmaceutical']",1
8528,nifty_32,2010-03-08,"European shares ease; drugmakers, chemicals fall",Neutral,0.0017,48,european share ease drugmakers chemical fall,44,6,0,pharmacy,"['euro', '##pe', '##an', 'share', 'ease', 'drug', '##makers', 'chemical', 'fall']",1
8554,nifty_32,2010-03-08,Research and Markets: An Essential Report on the Biotechnology Sector,Neutral,0.0017,69,research and market essential report the biotechnology sector,61,8,0,pharmacy,"['research', 'and', 'market', 'essential', 'report', 'the', 'bio', '##tech', '##nology', 'sector']",1
8746,nifty_32,2010-03-08,Research and Markets: 2010 Social and Infrastructure Analysis for the Chinese Healthcare Industry,Neutral,0.0017,97,research and market social and infrastructure analysis for the chinese healthcare industry,90,12,0,pharmacy,"['research', 'and', 'market', 'social', 'and', 'infrastructure', 'analysis', 'for', 'the', 'chin', '##ese', 'healthcare', 'industry']",1
9149,nifty_37,2010-03-16,IMS Announces 17 Countries Now Rank as High-Growth `Pharmerging` Markets; Forecast to Contribute Nearly Half of Industry Growth by 2013,Rise,0.0059,135,ims announces country now rank high growth pharmerging market forecast contribute nearly half industry growth,109,15,0,pharmacy,"['im', '##s', 'announces', 'country', 'now', 'rank', 'high', 'growth', 'p', '##har', '##mer', '##ging', 'market', 'forecast', 'contribute', 'nearly', 'half', 'industry', 'growth']",1
9204,nifty_37,2010-03-16,"PDL BioPharma To Hold Annual Meeting of Stockholders on June 9, 2010",Rise,0.0059,68,pdl biopharma hold annual meeting stockholder june,50,7,0,pharmacy,"['p', '##dl', 'bio', '##pha', '##rma', 'hold', 'annual', 'meeting', 'stock', '##holder', 'j', '##une']",1
9251,nifty_37,2010-03-16,"Everything Channel Releases IPED's Health of the Channel eBook, Provides Technology Vendors with a Detailed Analysis of the Financial Conditions and Concerns of Solution Providers",Rise,0.0059,179,everything channel release iped health the channel ebook provides technology vendor with detailed analysis the financial condition and concern solution provider,160,21,0,pharmacy,"['everything', 'channel', 'release', 'i', '##ped', 'health', 'the', 'channel', 'e', '##book', 'provides', 'technology', 'vendor', 'with', 'detailed', 'analysis', 'the', 'financial', 'condition', 'and', 'concern', 'solution', 'provider']",1
9270,nifty_37,2010-03-16,R&D; Investment by U.S. Biopharmaceutical Companies Remains Strong Despite Ongoing Economic Challenges,Rise,0.0059,102,investment biopharmaceutical company remains strong despite ongoing economic challenge,86,9,0,pharmacy,"['investment', 'bio', '##pha', '##rma', '##ce', '##utical', 'company', 'remains', 'strong', 'despite', 'ongoing', 'economic', 'challenge']",1
9400,nifty_37,2010-03-16, AXcess News: Dual Stem Cell Market Approach Benefits Investors,Rise,0.0059,63,axcess news dual stem cell market approach benefit investor,59,9,0,pharmacy,"['a', '##x', '##cess', 'news', 'dual', 'stem', 'cell', 'market', 'approach', 'benefit', 'investor']",1
9466,nifty_37,2010-03-16,"Research and Markets: Cold, Cough, and Sore Throat Remedies - Global Strategic Business Report",Rise,0.0059,94,research and market cold cough and sore throat remedy global strategic business report,86,13,0,pharmacy,"['research', 'and', 'market', 'cold', 'cough', 'and', 'sore', 'throat', 'remedy', 'global', 'strategic', 'business', 'report']",1
9471,nifty_37,2010-03-16,Research and Markets: America's 100 Biggest Acute Hospitals - Get Detailed Information on Particular Organisations,Rise,0.0059,114,research and market america biggest acute hospital get detailed information particular organisation,99,12,0,pharmacy,"['research', 'and', 'market', 'am', '##eric', '##a', 'biggest', 'acute', 'hospital', 'get', 'detailed', 'information', 'particular', 'organisation']",1
9496,nifty_37,2010-03-16,"Research and Markets: The German Pharmaceuticals Market Generated Total Revenues of $37,139.2 Million In 2009",Rise,0.0059,109,research and market the german pharmaceutical market generated total revenue million,84,11,0,pharmacy,"['research', 'and', 'market', 'the', 'g', '##erman', 'pharmaceutical', 'market', 'generated', 'total', 'revenue', 'million']",1
9507,nifty_37,2010-03-16," Molecular Insight Pharmaceuticals, Inc. to Report Fourth Quarter and Year-End 2009 Financial and Operational Results",Rise,0.0059,117,molecular insight pharmaceutical inc report fourth quarter and year end financial and operational result,104,14,0,pharmacy,"['molecular', 'insight', 'pharmaceutical', 'in', '##c', 'report', 'fourth', 'quarter', 'and', 'year', 'end', 'financial', 'and', 'operational', 'result']",1
9528,nifty_37,2010-03-16,"R&D; Investment by U.S. Biopharmaceutical Companies Increases to Record $65.3 Billion, Study Finds",Rise,0.0059,98,investment biopharmaceutical company increase record billion study find,71,8,0,pharmacy,"['investment', 'bio', '##pha', '##rma', '##ce', '##utical', 'company', 'increase', 'record', 'billion', 'study', 'find']",1
9566,nifty_37,2010-03-16,Research and Markets: OTC Pharmaceuticals Market Report 2010,Rise,0.0059,60,research and market otc pharmaceutical market report,52,7,0,pharmacy,"['research', 'and', 'market', 'o', '##t', '##c', 'pharmaceutical', 'market', 'report']",1
9695,nifty_37,2010-03-16, Molecular Insight Pharmaceuticals Reports Fourth Quarter and Year-End 2009 Financial and Operational Results,Rise,0.0059,109,molecular insight pharmaceutical report fourth quarter and year end financial and operational result,100,13,0,pharmacy,"['molecular', 'insight', 'pharmaceutical', 'report', 'fourth', 'quarter', 'and', 'year', 'end', 'financial', 'and', 'operational', 'result']",1
9720,nifty_37,2010-03-16,StockCross Trades for a Cure: Seventh Annual Trading for a Cure Day Set,Rise,0.0059,71,stockcross trade for cure seventh annual trading for cure day set,65,11,0,pharmacy,"['stock', '##cross', 'trade', 'for', 'cure', 'seventh', 'annual', 'trading', 'for', 'cure', 'day', 'set']",1
9727,nifty_37,2010-03-16,Research and Markets: Self Diagnostics in the United States 2010,Rise,0.0059,64,research and market self diagnostics the united state,53,8,0,pharmacy,"['research', 'and', 'market', 'self', 'diagnostic', '##s', 'the', 'united', 'state']",1
9792,nifty_37,2010-03-16,UPDATE 1-Molecular Insight says gets going concern warning,Rise,0.0059,58,update molecular insight say get going concern warning,54,8,0,pharmacy,"['update', 'molecular', 'insight', 'say', 'get', 'going', 'concern', 'warning']",1
9827,nifty_37,2010-03-16, Paladin Makes First Step Into Emerging Markets Through Strategic Investment in Pharmaplan,Rise,0.0059,90,paladin make first step into emerging market through strategic investment pharmaplan,84,11,0,pharmacy,"['p', '##ala', '##din', 'make', 'first', 'step', 'into', 'emerging', 'market', 'through', 'strategic', 'investment', 'p', '##har', '##ma', '##p', '##lan']",1
10182,nifty_41,2010-03-23,"TVM Capital Portfolio Company, Evotec AG, Named M&A; Advisor Global Healthcare Turnaround...",Neutral,-0.0049,92,tvm capital portfolio company evotec named advisor global healthcare turnaround,79,10,0,pharmacy,"['t', '##v', '##m', 'capital', 'portfolio', 'company', 'e', '##vo', '##tec', 'named', 'advisor', 'global', 'healthcare', 'turn', '##around']",1
